ID,DENSITY,FLUID_ID,GASEOUS,IMAGE_FILE_PATH,INTERNAL_NAME,LOCALIZED_NAME,LUMINOSITY,MOD_ID,NBT,TEMPERATURE,UNLOCALIZED_NAME,VISCOSITY
f~bartworks~reactive-ion etching mixture,1000,1463,false,fluid/bartworks/reactive-ion etching mixture.png,reactive-ion etching mixture,Reactive-Ion Etching Mixture,0,bartworks,,300,fluid.reactive-ion etching mixture,1000
f~bartworks~rhodium filter cake solution,1000,1289,false,fluid/bartworks/rhodium filter cake solution.png,rhodium filter cake solution,Rhodium Filter Cake Solution,0,bartworks,,300,fluid.rhodium filter cake solution,1000
f~bartworks~rhodium salt solution,1000,1288,false,fluid/bartworks/rhodium salt solution.png,rhodium salt solution,Rhodium Salt Solution,0,bartworks,,300,fluid.rhodium salt solution,1000
f~bartworks~rhodium sulfate,-100,1279,true,fluid/bartworks/rhodium sulfate.png,rhodium sulfate,Rhodium Sulfate,0,bartworks,,300,fluid.rhodium sulfate,200
f~bartworks~rhodium sulfate solution,1000,1280,false,fluid/bartworks/rhodium sulfate solution.png,rhodium sulfate solution,Rhodium Sulfate Solution,0,bartworks,,300,fluid.rhodium sulfate solution,1000
f~bartworks~ruthenium tetroxide,1000,1282,false,fluid/bartworks/ruthenium tetroxide.png,ruthenium tetroxide,Ruthenium Tetroxide,0,bartworks,,313,fluid.ruthenium tetroxide,1000
f~bartworks~ruthenium tetroxide solution,1000,1284,false,fluid/bartworks/ruthenium tetroxide solution.png,ruthenium tetroxide solution,Ruthenium Tetroxide Solution,0,bartworks,,313,fluid.ruthenium tetroxide solution,1000
f~bartworks~saccharomycescerevisiaefluid,1000,1260,false,fluid/bartworks/saccharomycescerevisiaefluid.png,saccharomycescerevisiaefluid,Common Yeast Fluid,0,bartworks,,300,fluid.saccharomycescerevisiaefluid,1000
f~bartworks~saccharomycescerevisiaevarbayanusfluid,1000,1261,false,fluid/bartworks/saccharomycescerevisiaevarbayanusfluid.png,saccharomycescerevisiaevarbayanusfluid,Wine Yeast Fluid,0,bartworks,,300,fluid.saccharomycescerevisiaevarbayanusfluid,1000
f~bartworks~saccharomycescerevisiaevarcerevisiaefluid,1000,1262,false,fluid/bartworks/saccharomycescerevisiaevarcerevisiaefluid.png,saccharomycescerevisiaevarcerevisiaefluid,Beer Yeast Fluid,0,bartworks,,300,fluid.saccharomycescerevisiaevarcerevisiaefluid,1000
f~bartworks~saccharomycesescherichiafluid,1000,1265,false,fluid/bartworks/saccharomycesescherichiafluid.png,saccharomycesescherichiafluid,General Purpose Fermenting Bacteria Fluid,0,bartworks,,300,fluid.saccharomycesescherichiafluid,1000
f~bartworks~samarium chloride concentrate,1000,1451,false,fluid/bartworks/samarium chloride concentrate.png,samarium chloride concentrate,Samarium Chloride Concentrate,0,bartworks,,300,fluid.samarium chloride concentrate,1000
f~bartworks~samarium extracting nano resin,1000,1426,false,fluid/bartworks/samarium extracting nano resin.png,samarium extracting nano resin,Samarium Extracting Nano Resin,0,bartworks,,300,fluid.samarium extracting nano resin,1000
f~bartworks~samarium rare earth mud,1000,1412,false,fluid/bartworks/samarium rare earth mud.png,samarium rare earth mud,Samarium Rare Earth Mud,0,bartworks,,300,fluid.samarium rare earth mud,1000
f~bartworks~seaweed byproducts,1000,1395,false,fluid/bartworks/seaweed byproducts.png,seaweed byproducts,Seaweed Byproducts,0,bartworks,,300,fluid.seaweed byproducts,1000
f~bartworks~seaweed concentrate,1000,1393,false,fluid/bartworks/seaweed concentrate.png,seaweed concentrate,Seaweed Concentrate,0,bartworks,,300,fluid.seaweed concentrate,1000
f~bartworks~silane-nitrogen plasma mixture,1000,1465,false,fluid/bartworks/silane-nitrogen plasma mixture.png,silane-nitrogen plasma mixture,Silane-Nitrogen Plasma Mixture,0,bartworks,,300,fluid.silane-nitrogen plasma mixture,1000
f~bartworks~sodium formate,1000,1276,false,fluid/bartworks/sodium formate.png,sodium formate,Sodium Formate,0,bartworks,,300,fluid.sodium formate,1000
f~bartworks~sodium tungstate,1000,1467,false,fluid/bartworks/sodium tungstate.png,sodium tungstate,Sodium Tungstate,0,bartworks,,300,fluid.sodium tungstate,1000
f~bartworks~sodiumfluorosilicate,1000,1398,false,fluid/bartworks/sodiumfluorosilicate.png,sodiumfluorosilicate,Sodiumfluorosilicate,0,bartworks,,300,fluid.sodiumfluorosilicate,1000
f~bartworks~steam-cracked bastnasite mud,1000,1399,false,fluid/bartworks/steam-cracked bastnasite mud.png,steam-cracked bastnasite mud,Steam-Cracked Bastnasite Mud,0,bartworks,,300,fluid.steam-cracked bastnasite mud,1000
f~bartworks~tcetieisfucusserratusfluid,1000,1267,false,fluid/bartworks/tcetieisfucusserratusfluid.png,tcetieisfucusserratusfluid,TCetiEis Fucus Serratus Fluid,0,bartworks,,300,fluid.tcetieisfucusserratusfluid,1000
f~bartworks~terbium chloride concentrate,1000,1454,false,fluid/bartworks/terbium chloride concentrate.png,terbium chloride concentrate,Terbium Chloride Concentrate,0,bartworks,,300,fluid.terbium chloride concentrate,1000
f~bartworks~terbium extracting nano resin,1000,1432,false,fluid/bartworks/terbium extracting nano resin.png,terbium extracting nano resin,Terbium Extracting Nano Resin,0,bartworks,,300,fluid.terbium extracting nano resin,1000
f~bartworks~thorium based liquid fuel,1000,1302,false,fluid/bartworks/thorium based liquid fuel.png,thorium based liquid fuel,Thorium Based Liquid Fuel,0,bartworks,,300,fluid.thorium based liquid fuel,1000
f~bartworks~thorium based liquid fuel (depleted),1000,1304,false,fluid/bartworks/thorium based liquid fuel (depleted).png,thorium based liquid fuel (depleted),Thorium Based Liquid Fuel (Depleted),0,bartworks,,300,fluid.thorium based liquid fuel (depleted),1000
f~bartworks~thorium based liquid fuel (excited state),1000,1303,false,fluid/bartworks/thorium based liquid fuel (excited state).png,thorium based liquid fuel (excited state),Thorium Based Liquid Fuel (Excited State),0,bartworks,,300,fluid.thorium based liquid fuel (excited state),1000
f~bartworks~thorium nitrate,1000,1309,false,fluid/bartworks/thorium nitrate.png,thorium nitrate,Thorium Nitrate,0,bartworks,,300,fluid.thorium nitrate,1000
f~bartworks~thorium tetrachloride,1000,1310,false,fluid/bartworks/thorium tetrachloride.png,thorium tetrachloride,Thorium Tetrachloride,0,bartworks,,300,fluid.thorium tetrachloride,1000
f~bartworks~thorium tetrafluoride,1000,1311,false,fluid/bartworks/thorium tetrafluoride.png,thorium tetrafluoride,Thorium Tetrafluoride,0,bartworks,,300,fluid.thorium tetrafluoride,1000
f~bartworks~thorium-232 tetrafluoride,1000,1312,false,fluid/bartworks/thorium-232 tetrafluoride.png,thorium-232 tetrafluoride,Thorium-232 Tetrafluoride,0,bartworks,,300,fluid.thorium-232 tetrafluoride,1000
f~bartworks~thulium chloride concentrate,1000,1458,false,fluid/bartworks/thulium chloride concentrate.png,thulium chloride concentrate,Thulium Chloride Concentrate,0,bartworks,,300,fluid.thulium chloride concentrate,1000
f~bartworks~thulium extracting nano resin,1000,1440,false,fluid/bartworks/thulium extracting nano resin.png,thulium extracting nano resin,Thulium Extracting Nano Resin,0,bartworks,,300,fluid.thulium extracting nano resin,1000
f~bartworks~unformed fluorophlogopite,1000,1295,false,fluid/bartworks/unformed fluorophlogopite.png,unformed fluorophlogopite,Unformed Fluorophlogopite,0,bartworks,,300,fluid.unformed fluorophlogopite,1000
f~bartworks~uranium based liquid fuel,1000,1299,false,fluid/bartworks/uranium based liquid fuel.png,uranium based liquid fuel,Uranium Based Liquid Fuel,0,bartworks,,300,fluid.uranium based liquid fuel,1000
f~bartworks~uranium based liquid fuel (depleted),1000,1301,false,fluid/bartworks/uranium based liquid fuel (depleted).png,uranium based liquid fuel (depleted),Uranium Based Liquid Fuel (Depleted),0,bartworks,,300,fluid.uranium based liquid fuel (depleted),1000
f~bartworks~uranium based liquid fuel (excited state),1000,1300,false,fluid/bartworks/uranium based liquid fuel (excited state).png,uranium based liquid fuel (excited state),Uranium Based Liquid Fuel (Excited State),0,bartworks,,300,fluid.uranium based liquid fuel (excited state),1000
f~bartworks~waste liquid,1000,1349,false,fluid/bartworks/waste liquid.png,waste liquid,Waste Liquid,0,bartworks,,300,fluid.waste liquid,1000
f~bartworks~ytterbium chloride concentrate,1000,1459,false,fluid/bartworks/ytterbium chloride concentrate.png,ytterbium chloride concentrate,Ytterbium Chloride Concentrate,0,bartworks,,300,fluid.ytterbium chloride concentrate,1000
f~bartworks~ytterbium extracting nano resin,1000,1442,false,fluid/bartworks/ytterbium extracting nano resin.png,ytterbium extracting nano resin,Ytterbium Extracting Nano Resin,0,bartworks,,300,fluid.ytterbium extracting nano resin,1000
f~bartworks~zirconium tetrachloride solution,1000,1385,false,fluid/bartworks/zirconium tetrachloride solution.png,zirconium tetrachloride solution,Zirconium Tetrachloride Solution,0,bartworks,,300,fluid.zirconium tetrachloride solution,1000
f~betterquesting~betterquesting.placeholder,1000,1252,false,fluid/betterquesting/betterquesting.placeholder.png,betterquesting.placeholder,Placeholder,0,betterquesting,,300,fluid.betterquesting.placeholder,1000
f~cropsnh~cropsnh.enrichedfertilizer,1000,1226,false,fluid/cropsnh/cropsnh.enrichedfertilizer.png,cropsnh.enrichedfertilizer,Enriched Fertilizer,0,cropsnh,,300,fluid.cropsnh.enrichedFertilizer,1000
f~cropsnh~cropsnh.fertilizer,1000,1225,false,fluid/cropsnh/cropsnh.fertilizer.png,cropsnh.fertilizer,Fertilizer,0,cropsnh,,300,fluid.cropsnh.fertilizer,1000
f~cropsnh~cropsnhdkorn,1125,1229,false,fluid/cropsnh/cropsnhdkorn.png,cropsnh:dkorn,Doppelkorn,0,cropsnh,,295,fluid.cropsnh:DKorn,1125
f~cropsnh~cropsnhfreed,1125,1230,false,fluid/cropsnh/cropsnhfreed.png,cropsnh:freed,Fermented Reedwater,0,cropsnh,,295,fluid.cropsnh:FReed,1125
f~cropsnh~cropsnhfwheat,1125,1227,false,fluid/cropsnh/cropsnhfwheat.png,cropsnh:fwheat,Fermented Wheat,0,cropsnh,,295,fluid.cropsnh:FWheat,1125
f~cropsnh~cropsnhghp,1125,1234,false,fluid/cropsnh/cropsnhghp.png,cropsnh:ghp,Generic High Proof,0,cropsnh,,295,fluid.cropsnh:GHP,1125
f~cropsnh~cropsnhjagi,1125,1235,false,fluid/cropsnh/cropsnhjagi.png,cropsnh:jagi,Real Jägermeister!,0,cropsnh,,295,fluid.cropsnh:jagi,1125
f~cropsnh~cropsnhkorn,1125,1228,false,fluid/cropsnh/cropsnhkorn.png,cropsnh:korn,Korn,0,cropsnh,,295,fluid.cropsnh:Korn,1125
f~cropsnh~cropsnhmash,1125,1232,false,fluid/cropsnh/cropsnhmash.png,cropsnh:mash,Mash,0,cropsnh,,295,fluid.cropsnh:Mash,1125
f~cropsnh~cropsnhnjagi,1125,1236,false,fluid/cropsnh/cropsnhnjagi.png,cropsnh:njagi,Fake Jägermeister,0,cropsnh,,295,fluid.cropsnh:njagi,1125
f~cropsnh~cropsnhswhine,1125,1231,false,fluid/cropsnh/cropsnhswhine.png,cropsnh:swhine,Sugar Whine,0,cropsnh,,295,fluid.cropsnh:SWhine,1125
f~cropsnh~cropsnhwash,1125,1233,false,fluid/cropsnh/cropsnhwash.png,cropsnh:wash,Wash,0,cropsnh,,295,fluid.cropsnh:Wash,1125
f~dreamcraft~concrete,1000,83,false,fluid/dreamcraft/concrete.png,concrete,Concrete,0,dreamcraft,,300,fluid.Concrete,1000
f~dreamcraft~gelatinmixture,1000,79,false,fluid/dreamcraft/gelatinmixture.png,gelatinmixture,Gelatin Mixture,0,dreamcraft,,300,fluid.gelatinmixture,1000
f~dreamcraft~meatextract,1000,80,false,fluid/dreamcraft/meatextract.png,meatextract,Meat Extract,0,dreamcraft,,300,fluid.meatextract,1000
f~dreamcraft~seaweedbroth,1000,82,false,fluid/dreamcraft/seaweedbroth.png,seaweedbroth,Seaweed Broth,0,dreamcraft,,300,fluid.seaweedbroth,1000
f~dreamcraft~unknownnutrientagar,1000,81,false,fluid/dreamcraft/unknownnutrientagar.png,unknownnutrientagar,Unknown Nutrient Agar,0,dreamcraft,,300,fluid.unknownnutrientagar,1000
f~gendustry~liquiddna,1000,105,false,fluid/gendustry/liquiddna.png,liquiddna,Liquid DNA,0,gendustry,,295,fluid.gendustry.liquiddna,1000
f~gendustry~mutagen,1000,104,false,fluid/gendustry/mutagen.png,mutagen,Mutagen,0,gendustry,,295,fluid.gendustry.mutagen,1000
f~gendustry~protein,1000,106,false,fluid/gendustry/protein.png,protein,Protein,0,gendustry,,295,fluid.gendustry.protein,1000
"f~gregtech~1,1dimethylhydrazine",1000,553,false,"fluid/gregtech/1,1dimethylhydrazine.png","1,1dimethylhydrazine","1,1-Dimethylhydrazine",0,gregtech,,216,"fluid.1,1dimethylhydrazine",1000
"f~gregtech~1,3dimethylbenzene",1000,794,false,"fluid/gregtech/1,3dimethylbenzene.png","1,3dimethylbenzene","1,3-Dimethylbenzene",0,gregtech,,225,"fluid.1,3dimethylbenzene",1000
"f~gregtech~1,4dimethylbenzene",1000,795,false,"fluid/gregtech/1,4dimethylbenzene.png","1,4dimethylbenzene","1,4-Dimethylbenzene",0,gregtech,,286,"fluid.1,4dimethylbenzene",1000
f~gregtech~2nitrochlorobenzene,1000,675,false,fluid/gregtech/2nitrochlorobenzene.png,2nitrochlorobenzene,2-Nitrochlorobenzene,0,gregtech,,306,fluid.2nitrochlorobenzene,1000
"f~gregtech~3,3diaminobenzidine",1000,671,false,"fluid/gregtech/3,3diaminobenzidine.png","3,3diaminobenzidine","3,3-Diaminobenzidine",0,gregtech,,448,"fluid.3,3diaminobenzidine",1000
"f~gregtech~3,3dichlorobenzidine",1000,672,false,"fluid/gregtech/3,3dichlorobenzidine.png","3,3dichlorobenzidine","3,3-Dichlorobenzidine",0,gregtech,,405,"fluid.3,3dichlorobenzidine",1000
f~gregtech~4nitroaniline,1000,783,false,fluid/gregtech/4nitroaniline.png,4nitroaniline,4-Nitroaniline,0,gregtech,,420,fluid.4nitroaniline,1000
f~gregtech~acetaldehyde,-100,779,true,fluid/gregtech/acetaldehyde.png,acetaldehyde,Acetaldehyde,0,gregtech,,295,fluid.acetaldehyde,200
f~gregtech~aceticacid,1000,456,false,fluid/gregtech/aceticacid.png,aceticacid,Acetic Acid,0,gregtech,,289,fluid.aceticacid,1000
f~gregtech~acetone,1000,457,false,fluid/gregtech/acetone.png,acetone,Acetone,0,gregtech,,178,fluid.acetone,1000
f~gregtech~acetylene,-100,782,true,fluid/gregtech/acetylene.png,acetylene,Acetylene,0,gregtech,,295,fluid.acetylene,200
f~gregtech~activatednetherite,1000,227,false,fluid/gregtech/activatednetherite.png,activatednetherite,Activated Netherite,15,gregtech,,50000000,fluid.activatednetherite,1000
f~gregtech~activatedwastewater,1000,761,false,fluid/gregtech/activatedwastewater.png,activatedwastewater,Activated Waste Water,0,gregtech,,295,fluid.activatedwastewater,1000
f~gregtech~advancedglue,1000,447,false,fluid/gregtech/advancedglue.png,advancedglue,Advanced Glue,0,gregtech,,295,fluid.advancedglue,1000
f~gregtech~agitatingslurry,1000,758,false,fluid/gregtech/agitatingslurry.png,agitatingslurry,Agitating Slurry,0,gregtech,,295,fluid.agitatingslurry,1000
f~gregtech~air,-100,107,true,fluid/gregtech/air.png,air,Air,0,gregtech,,295,fluid.air,200
f~gregtech~allylchloride,1000,458,false,fluid/gregtech/allylchloride.png,allylchloride,Allyl Chloride,0,gregtech,,138,fluid.allylchloride,1000
f~gregtech~ammonia,-100,229,true,fluid/gregtech/ammonia.png,ammonia,Ammonia,0,gregtech,,295,fluid.ammonia,200
f~gregtech~antimatter,1000,174,false,fluid/gregtech/antimatter.png,antimatter,Semi-Stable Antimatter,0,gregtech,,1000000,fluid.antimatter,1000
f~gregtech~argon,-100,116,true,fluid/gregtech/argon.png,argon,Argon,0,gregtech,,295,fluid.argon,200
f~gregtech~bauxiteslurry,1000,799,false,fluid/gregtech/bauxiteslurry.png,bauxiteslurry,Bauxite Slurry,0,gregtech,,295,fluid.bauxiteslurry,1000
f~gregtech~benzene,1000,461,false,fluid/gregtech/benzene.png,benzene,Benzene,0,gregtech,,279,fluid.benzene,1000
f~gregtech~biocatalyzedpropulsionfluid,1000,830,false,fluid/gregtech/biocatalyzedpropulsionfluid.png,biocatalyzedpropulsionfluid,Biocatalyzed Propulsion Fluid,0,gregtech,,303,fluid.biocatalyzedpropulsionfluid,1000
f~gregtech~biodiesel,1000,522,false,fluid/gregtech/biodiesel.png,biodiesel,Bio Diesel,0,gregtech,,295,fluid.biodiesel,1000
f~gregtech~biohmediumsterilized,1000,518,false,fluid/gregtech/biohmediumsterilized.png,biohmediumsterilized,Sterilized Bio Catalyst Medium,0,gregtech,,295,fluid.biohmediumsterilized,1000
f~gregtech~biomediumraw,1000,517,false,fluid/gregtech/biomediumraw.png,biomediumraw,Raw Bio Catalyst Medium,0,gregtech,,295,fluid.biomediumraw,1000
f~gregtech~blackdwarfmatter,1000,816,false,fluid/gregtech/blackdwarfmatter.png,blackdwarfmatter,Black Dwarf Matter,0,gregtech,,0,fluid.blackdwarfmatter,1000
f~gregtech~boundlesscosmicsolder,1000,183,false,fluid/gregtech/boundlesscosmicsolder.png,boundlesscosmicsolder,Boundless Cosmic Solder,0,gregtech,,1000000,fluid.boundlesscosmicsolder,1000
f~gregtech~brightlumipodextract,1000,829,false,fluid/gregtech/brightlumipodextract.png,brightlumipodextract,Bright Lumipod Extract,0,gregtech,,298,fluid.brightlumipodextract,1000
f~gregtech~butadiene,-100,523,true,fluid/gregtech/butadiene.png,butadiene,Butadiene,0,gregtech,,295,fluid.butadiene,200
f~gregtech~butane,-100,530,true,fluid/gregtech/butane.png,butane,Butane,0,gregtech,,295,fluid.butane,200
f~gregtech~butene,-100,537,true,fluid/gregtech/butene.png,butene,Butene,0,gregtech,,295,fluid.butene,200
f~gregtech~butyraldehyde,1000,773,false,fluid/gregtech/butyraldehyde.png,butyraldehyde,Butyraldehyde,0,gregtech,,176,fluid.butyraldehyde,1000
f~gregtech~calciumacetatesolution,1000,544,false,fluid/gregtech/calciumacetatesolution.png,calciumacetatesolution,Calcium Acetate Solution,0,gregtech,,433,fluid.calciumacetatesolution,1000
f~gregtech~carbondioxide,-100,228,true,fluid/gregtech/carbondioxide.png,carbondioxide,Carbon Dioxide,0,gregtech,,295,fluid.carbondioxide,200
f~gregtech~carbonmonoxide,-100,545,true,fluid/gregtech/carbonmonoxide.png,carbonmonoxide,Carbon Monoxide,0,gregtech,,295,fluid.carbonmonoxide,200
f~gregtech~charcoal_byproducts,-100,143,true,fluid/gregtech/charcoal_byproducts.png,charcoal_byproducts,Charcoal Byproducts,0,gregtech,,775,fluid.charcoal_byproducts,200
f~gregtech~chloramine,1000,546,false,fluid/gregtech/chloramine.png,chloramine,Chloramine,0,gregtech,,207,fluid.chloramine,1000
f~gregtech~chlorine,-100,146,true,fluid/gregtech/chlorine.png,chlorine,Chlorine,0,gregtech,,295,fluid.chlorine,200
f~gregtech~chlorobenzene,1000,464,false,fluid/gregtech/chlorobenzene.png,chlorobenzene,Chlorobenzene,0,gregtech,,228,fluid.chlorobenzene,1000
f~gregtech~chloroform,1000,547,false,fluid/gregtech/chloroform.png,chloroform,Chloroform,0,gregtech,,210,fluid.chloroform,1000
f~gregtech~chloromethane,-100,548,true,fluid/gregtech/chloromethane.png,chloromethane,Chloromethane,0,gregtech,,295,fluid.chloromethane,200
f~gregtech~chlorosulfonicacid,1000,762,false,fluid/gregtech/chlorosulfonicacid.png,chlorosulfonicacid,Chlorosulfonic Acid,0,gregtech,,193,fluid.chlorosulfonicacid,1000
f~gregtech~complexitycatalyst,1000,764,false,fluid/gregtech/complexitycatalyst.png,complexitycatalyst,Complexity Catalyst,0,gregtech,,295,fluid.complexitycatalyst,1000
f~gregtech~computationbase,1000,184,false,fluid/gregtech/computationbase.png,computationbase,Computation Base,15,gregtech,,100000000,fluid.computationbase,1000
f~gregtech~crackedradox,-100,724,true,fluid/gregtech/crackedradox.png,crackedradox,Cracked Radox,0,gregtech,,295,fluid.crackedradox,200
f~gregtech~densesteam,-100,486,true,fluid/gregtech/densesteam.png,densesteam,Dense Steam,0,gregtech,,-1,fluid.densesteam,200
f~gregtech~densesupercriticalsteam,-100,488,true,fluid/gregtech/densesupercriticalsteam.png,densesupercriticalsteam,Dense Supercritical Steam,0,gregtech,,-1,fluid.densesupercriticalsteam,200
f~gregtech~densesuperheatedsteam,-100,487,true,fluid/gregtech/densesuperheatedsteam.png,densesuperheatedsteam,Dense Superheated Steam,0,gregtech,,-1,fluid.densesuperheatedsteam,200
f~gregtech~destabilizationslurry,1000,757,false,fluid/gregtech/destabilizationslurry.png,destabilizationslurry,Destabilization Slurry,0,gregtech,,295,fluid.destabilizationslurry,1000
f~gregtech~deuterium,-100,113,true,fluid/gregtech/deuterium.png,deuterium,Deuterium,0,gregtech,,295,fluid.deuterium,200
f~gregtech~diaminodiphenylmethanmixture,1000,771,false,fluid/gregtech/diaminodiphenylmethanmixture.png,diaminodiphenylmethanmixture,Diaminodiphenylmethane Mixture,0,gregtech,,365,fluid.diaminodiphenylmethanmixture,1000
f~gregtech~dichlorobenzene,1000,550,false,fluid/gregtech/dichlorobenzene.png,dichlorobenzene,Dichlorobenzene,0,gregtech,,327,fluid.dichlorobenzene,1000
f~gregtech~dichlorosilane,-100,609,true,fluid/gregtech/dichlorosilane.png,dichlorosilane,Dichlorosilane,0,gregtech,,295,fluid.dichlorosilane,200
f~gregtech~dilutedhydrochloricacid_gt5u,1000,468,false,fluid/gregtech/dilutedhydrochloricacid_gt5u.png,dilutedhydrochloricacid_gt5u,Diluted Hydrochloric Acid,0,gregtech,,92,fluid.dilutedhydrochloricacid_gt5u,1000
f~gregtech~dilutedsulfuricacid,1000,633,false,fluid/gregtech/dilutedsulfuricacid.png,dilutedsulfuricacid,Diluted Sulfuric Acid,0,gregtech,,295,fluid.dilutedsulfuricacid,1000
f~gregtech~dilutedxenoxene,1000,734,false,fluid/gregtech/dilutedxenoxene.png,dilutedxenoxene,Diluted Xenoxene,0,gregtech,,295,fluid.dilutedxenoxene,1000
f~gregtech~dimensionallyshiftedsuperfluid,1000,825,false,fluid/gregtech/dimensionallyshiftedsuperfluid.png,dimensionallyshiftedsuperfluid,Dimensionally Shifted Superfluid,0,gregtech,,295,fluid.dimensionallyshiftedsuperfluid,1000
f~gregtech~dimensionallytranscendentcrudecatalyst,1000,805,false,fluid/gregtech/dimensionallytranscendentcrudecatalyst.png,dimensionallytranscendentcrudecatalyst,Dimensionally Transcendent Crude Catalyst,0,gregtech,,25000000,fluid.dimensionallytranscendentcrudecatalyst,1000
f~gregtech~dimensionallytranscendentexoticcatalyst,1000,808,false,fluid/gregtech/dimensionallytranscendentexoticcatalyst.png,dimensionallytranscendentexoticcatalyst,Dimensionally Transcendent Exotic Catalyst,0,gregtech,,100000000,fluid.dimensionallytranscendentexoticcatalyst,1000
f~gregtech~dimensionallytranscendentprosaiccatalyst,1000,806,false,fluid/gregtech/dimensionallytranscendentprosaiccatalyst.png,dimensionallytranscendentprosaiccatalyst,Dimensionally Transcendent Prosaic Catalyst,0,gregtech,,50000000,fluid.dimensionallytranscendentprosaiccatalyst,1000
f~gregtech~dimensionallytranscendentresidue,1000,161,false,fluid/gregtech/dimensionallytranscendentresidue.png,dimensionallytranscendentresidue,Dimensionally Transcendent Residue,0,gregtech,,2000000000,fluid.dimensionallytranscendentresidue,1000
f~gregtech~dimensionallytranscendentresplendentcatalyst,1000,807,false,fluid/gregtech/dimensionallytranscendentresplendentcatalyst.png,dimensionallytranscendentresplendentcatalyst,Dimensionally Transcendent Resplendent Catalyst,0,gregtech,,75000000,fluid.dimensionallytranscendentresplendentcatalyst,1000
f~gregtech~dimensionallytranscendentstellarcatalyst,1000,809,false,fluid/gregtech/dimensionallytranscendentstellarcatalyst.png,dimensionallytranscendentstellarcatalyst,Dimensionally Transcendent Stellar Catalyst,0,gregtech,,100000000,fluid.dimensionallytranscendentstellarcatalyst,1000
f~gregtech~dimethylamine,-100,551,true,fluid/gregtech/dimethylamine.png,dimethylamine,Dimethylamine,0,gregtech,,295,fluid.dimethylamine,200
f~gregtech~dimethylbenzene,1000,673,false,fluid/gregtech/dimethylbenzene.png,dimethylbenzene,"1,2-Dimethylbenzene",0,gregtech,,248,fluid.dimethylbenzene,1000
f~gregtech~dimethyldichlorosilane,1000,552,false,fluid/gregtech/dimethyldichlorosilane.png,dimethyldichlorosilane,Dimethyldichlorosilane,0,gregtech,,197,fluid.dimethyldichlorosilane,1000
f~gregtech~dimethylterephthalate,1000,791,false,fluid/gregtech/dimethylterephthalate.png,dimethylterephthalate,Dimethyl Terephthalate,0,gregtech,,415,fluid.dimethylterephthalate,1000
f~gregtech~dinitrogentetroxide,-100,554,true,fluid/gregtech/dinitrogentetroxide.png,dinitrogentetroxide,Dinitrogen Tetroxide,0,gregtech,,295,fluid.dinitrogentetroxide,200
f~gregtech~diphenylisophtalate,1000,674,false,fluid/gregtech/diphenylisophtalate.png,diphenylisophtalate,Diphenyl Isophthalate,0,gregtech,,409,fluid.diphenylisophtalate,1000
f~gregtech~diphenylmethanediisocyanatemixture,1000,772,false,fluid/gregtech/diphenylmethanediisocyanatemixture.png,diphenylmethanediisocyanatemixture,Diphenylmethane Diisocyanate Mixture,0,gregtech,,310,fluid.diphenylmethanediisocyanatemixture,1000
f~gregtech~dye.chemical.dyeblack,1000,190,false,fluid/gregtech/dye.chemical.dyeblack.png,dye.chemical.dyeblack,Chemical Black Dye,0,gregtech,,295,fluid.dye.chemical.dyeblack,1000
f~gregtech~dye.chemical.dyeblue,1000,198,false,fluid/gregtech/dye.chemical.dyeblue.png,dye.chemical.dyeblue,Chemical Blue Dye,0,gregtech,,295,fluid.dye.chemical.dyeblue,1000
f~gregtech~dye.chemical.dyebrown,1000,196,false,fluid/gregtech/dye.chemical.dyebrown.png,dye.chemical.dyebrown,Chemical Brown Dye,0,gregtech,,295,fluid.dye.chemical.dyebrown,1000
f~gregtech~dye.chemical.dyecyan,1000,202,false,fluid/gregtech/dye.chemical.dyecyan.png,dye.chemical.dyecyan,Chemical Cyan Dye,0,gregtech,,295,fluid.dye.chemical.dyecyan,1000
f~gregtech~dye.chemical.dyegray,1000,206,false,fluid/gregtech/dye.chemical.dyegray.png,dye.chemical.dyegray,Chemical Gray Dye,0,gregtech,,295,fluid.dye.chemical.dyegray,1000
f~gregtech~dye.chemical.dyegreen,1000,194,false,fluid/gregtech/dye.chemical.dyegreen.png,dye.chemical.dyegreen,Chemical Green Dye,0,gregtech,,295,fluid.dye.chemical.dyegreen,1000
f~gregtech~dye.chemical.dyelightblue,1000,214,false,fluid/gregtech/dye.chemical.dyelightblue.png,dye.chemical.dyelightblue,Chemical Light Blue Dye,0,gregtech,,295,fluid.dye.chemical.dyelightblue,1000
f~gregtech~dye.chemical.dyelightgray,1000,204,false,fluid/gregtech/dye.chemical.dyelightgray.png,dye.chemical.dyelightgray,Chemical Light Gray Dye,0,gregtech,,295,fluid.dye.chemical.dyelightgray,1000
f~gregtech~dye.chemical.dyelime,1000,210,false,fluid/gregtech/dye.chemical.dyelime.png,dye.chemical.dyelime,Chemical Lime Dye,0,gregtech,,295,fluid.dye.chemical.dyelime,1000
f~gregtech~dye.chemical.dyemagenta,1000,216,false,fluid/gregtech/dye.chemical.dyemagenta.png,dye.chemical.dyemagenta,Chemical Magenta Dye,0,gregtech,,295,fluid.dye.chemical.dyemagenta,1000
f~gregtech~dye.chemical.dyeorange,1000,218,false,fluid/gregtech/dye.chemical.dyeorange.png,dye.chemical.dyeorange,Chemical Orange Dye,0,gregtech,,295,fluid.dye.chemical.dyeorange,1000
